"ID","Description","ReporterScore","DPC_0h_1","DPC_0h_2","DPC_0h_3","DPC_0h_4","DPC_3h_1","DPC_3h_2","DPC_3h_3","DPC_3h_4","DPC_6h_1","DPC_6h_2","DPC_6h_3","DPC_6h_4","DPC_9h_1","DPC_9h_2","DPC_9h_3","DPC_9h_4","DPC_12h_1","DPC_12h_2","DPC_12h_3","DPC_12h_4","DPC_18h_1","DPC_18h_2","DPC_18h_3","DPC_18h_4","DPC_24h_1","DPC_24h_2","DPC_24h_3","DPC_24h_4","DPC_36h_1","DPC_36h_2","DPC_36h_3","DPC_36h_4"
"hsa01230","Biosynthesis of amino acids",2.70861540856056,1.35411362218885,1.31263885702713,1.34785062972786,1.50015216994216,1.26869416468826,1.14408361907124,1.17482844417132,1.20877470797072,1.21737217064363,1.29301957562696,1.25489286006881,1.34520436444813,1.18580914395374,1.25136762199779,1.25596970800686,1.27358513545864,1.1185644617127,1.195877062591,1.16081438021596,1.15945801421553,1.30457492616547,1.37066597851155,1.35481766378989,1.30972212327763,1.53609189304101,1.60617254405433,1.58290834054844,1.50771686771807,2.1419451218843,2.1261348450699,2.25848747238053,2.22881024094486
"hsa00480","Glutathione metabolism",2.66170245009582,0.983870738957814,1.00100684436778,1.00284625540701,1.01261494118109,0.944862503208359,0.97493895147483,0.982678703473878,1.02776710933283,1.0993477372197,1.1167344923474,1.06675098577155,1.13541042541445,1.04072063058664,1.11309205510709,1.08963824958428,1.12172461024877,0.965958521573939,1.02733414004713,0.988311980328388,1.034789812701,1.1856893429932,1.19004183045943,1.21729060445951,1.18926185282429,1.43173360760605,1.51501694735982,1.39728830709215,1.38843220205301,2.16802876060784,2.2403449851552,2.21948065527826,2.22911865734546
"hsa00280","Valine, leucine and isoleucine degradation",2.57805578175458,0.318394386287557,0.260447667074721,0.287006723612381,0.299630478159609,0.297230386908899,0.304677510713971,0.276840541848144,0.25251589370827,0.295448478992221,0.310256498439812,0.299835863751199,0.283129737712528,0.363541653327591,0.33461265845904,0.32166890096669,0.312655931923084,0.324033203080549,0.36660589925915,0.30565837346086,0.334422781530042,0.40637569112405,0.44647143712895,0.385681357275731,0.392332089394884,0.956130685304209,0.987598373271589,1.16131755122451,1.03036199221802,1.88007549087664,1.95609110849244,2.19306012352513,2.03984019478996
"hsa05171","Coronavirus disease",2.57385213575147,1.37343561840867,1.34098708135654,1.41512380699373,1.42863623513325,1.74553240670996,1.70975332022864,1.75766985984256,1.7692734265749,1.82880786998874,1.80412500296106,1.81688539368291,1.83317625846024,1.7119594057098,1.69107395319968,1.645432762585,1.71111860210153,1.60676700676619,1.56232861549749,1.52214312836802,1.62907347083472,1.52534943903414,1.58584235895987,1.5587765899493,1.55383802078152,1.85264881130896,1.94377564895795,1.86290119082095,1.85102876784793,2.53997521439241,2.68695255654532,2.70393866913481,2.70172400804644
"hsa00983","Drug metabolism - other enzymes",2.53432025201738,1.78740590587846,1.74489395545605,1.84519232128021,1.82939576596312,1.84010998417015,1.76486976438761,2.00179068522854,1.86225520391602,1.97536027058369,2.03331186009526,1.91137364186847,2.08334482661016,2.00426431689253,1.97619062793778,2.06407886775355,2.14030947301886,1.85025694118877,2.07628786751351,1.91336914098239,1.98198637585188,2.2778379795141,2.31081584850996,2.28587506151621,2.13561063773316,2.43636530975013,2.62661458440119,2.48407351082196,2.40845421316243,3.15920687829984,3.28104457791926,3.4413541235348,3.28707362667104
"hsa05014","Amyotrophic lateral sclerosis",2.50558997576259,1.95257173207226,1.93040411693906,2.00762994766459,2.01565710415937,1.94443921520886,1.91421461360248,2.00631037623885,2.04443475616632,2.07555122037571,2.03983171805404,2.09075222197438,2.1500031804715,2.1234224359044,2.14358139945319,2.08396846349702,2.1297867089423,1.77925391386392,1.855206436454,1.79643141167213,1.85721645333945,1.93748035262765,1.97873233528802,1.9301906665101,1.93600240523504,1.95520366201301,2.01008953098552,2.01266486827926,1.92027956335954,2.08217615545425,2.06527635798263,2.07461902182831,2.12378798275871
"hsa00620","Pyruvate metabolism",2.43698605694381,0.899253281383683,0.840225456016909,0.860131371906073,0.894949283418621,0.757847477118407,0.775497341713546,0.758068807931582,0.760713329136784,0.811442513416946,0.842239661689407,0.80455898785812,0.821968336507234,0.821440124521815,0.817084544138623,0.826522772787888,0.826834417447603,0.760874904028255,0.801142423012618,0.728904681164412,0.814021439740514,0.857048156820417,0.910772371602881,0.892911331571731,0.841614814495266,1.23179059544157,1.3047010757243,1.31304894014976,1.19001408990739,1.7385372681402,1.81165179205433,1.94564602405202,1.77795047333425
"hsa05012","Parkinson disease",2.43015659740672,1.84253261197,1.75723323241899,1.88453608148705,1.89723593370906,1.75209385288765,1.7126146343796,1.82807618962538,1.8498975879449,1.99850724068008,1.99388438981413,2.03286738807108,2.05976368926814,2.00246583567136,2.07957891445988,1.96839816496992,2.04484419848606,1.39817515227713,1.49262125708897,1.41439356227603,1.45644562286812,1.55713173848445,1.59571890370605,1.58099923211483,1.53594887221326,1.69056672869486,1.71781905498755,1.70649940145514,1.60439007767954,2.03816498389694,2.0813875944085,2.08482112630979,2.11220599328718
"hsa04110","Cell cycle",2.37428325260565,1.62816568919361,1.57276552642828,1.64846644050194,1.68242839032576,1.70876316396037,1.64202116483118,1.71662379236414,1.71747942881903,1.59076192530715,1.62730857361282,1.68173362360336,1.67511848959846,1.70962348001156,1.69277367674607,1.70506794219565,1.75185028326992,1.79201876247198,1.91227197651693,1.77780190088085,1.87161507158822,2.07848070820341,2.10487695889388,2.11494977882392,2.02657826701101,2.07360726010048,2.15404305738352,2.1484949846916,2.05520859770252,2.03874074275285,2.14218305975026,2.15743695304831,2.20280725386362
"hsa00071","Fatty acid degradation",2.3658306618413,0.284093693113641,0.257636046257539,0.272479689718334,0.282777826475777,0.294248159422346,0.28443361051123,0.250782045008721,0.246633345010708,0.277239927266529,0.278593595273618,0.272044288035337,0.277453994824445,0.309207933052754,0.290273684421119,0.283257502674662,0.332329688603173,0.30225268997286,0.302929383479107,0.277988074468212,0.291825557633075,0.30483028469973,0.335377977267946,0.318045485994512,0.296768309369948,0.637814241587753,0.697723615840293,0.792621635726247,0.694626128291074,1.41445242527356,1.57193847246286,1.71755542403356,1.55745173895934
"hsa05020","Prion disease",2.22085340912591,1.7492630916784,1.72383501234667,1.81152533569791,1.85811155496354,1.678109518775,1.66938407264231,1.77424658913732,1.81811842901553,1.97948133547902,1.98413625392865,2.01288372786222,2.05894470205408,2.01966184055212,2.07230999350459,1.97048591658358,2.04326480922018,1.41863542627859,1.48139741960572,1.43615509161275,1.46829746675946,1.609599164948,1.63255231277477,1.62728915455704,1.58517493654443,1.73001046150882,1.7474606740336,1.77782924454178,1.63324760935984,2.00131863272293,2.04428033426957,2.04101998592964,2.09314099107052
"hsa03018","RNA degradation",2.2003417599935,1.60484688147912,1.5682234648352,1.61754637984186,1.71985327539077,1.64545531220536,1.55222709307015,1.74049913870256,1.69444575823454,1.61224498220713,1.64383967678461,1.635685751196,1.81917795762494,1.65086747664695,1.75535893575761,1.7550294162858,1.8197847024153,1.14583613303512,1.18329518106782,1.13771999798184,1.19545873760235,1.3974215494836,1.31982685178744,1.33004856456677,1.27583846044098,1.47976238781638,1.55006919149247,1.53007415433643,1.51266398979484,1.9151195951011,2.06574799054259,2.03164459379946,2.02123519213341
"hsa00982","Drug metabolism - cytochrome P450",2.0837453848993,1.7964463716017,1.45609976432032,1.86740546898395,1.61297531744345,1.73523139681848,1.55700763601462,1.76204197049817,1.60040978012097,1.6818001159804,1.53188690153553,1.57045014302705,1.71179466073191,1.50107209034908,1.70385188467933,1.68816146240678,1.87312878312625,1.49032564557998,1.64724960098704,1.588948192207,1.59678447319069,1.92999656579348,1.98288688595499,1.85963095263004,1.78003335857434,2.27417319024095,2.40975167350655,2.26619027159491,2.10760567677536,3.20660395507962,3.35928764865819,3.44707284747419,3.32579658863913
"hsa00380","Tryptophan metabolism",2.05766546828772,0.680945466664688,0.367518001772444,0.619353311665667,0.404845169721539,0.591495479448849,0.426473928483168,0.387613411618778,0.276373306257816,0.428289169427713,0.340441296500941,0.398089275922956,0.315700320791836,0.409794006126093,0.482283461039416,0.430074181586221,0.368404029666385,0.422109764108165,0.364973191850352,0.355975013006877,0.338498604066595,0.35781441739537,0.444396736329342,0.351224530720905,0.374414045818503,0.808062462627727,0.728572634019159,0.882513095378092,0.714011825923894,1.42120655998654,1.61269180368697,1.83697670079549,1.59828020184998
"hsa03430","Mismatch repair",1.983629641304,1.44745425531722,1.41951955922042,1.46987150471865,1.42681655607693,1.45615749645417,1.45863397271561,1.49299845486889,1.44959516183251,1.33154611637689,1.34720708977054,1.33120982149344,1.365923681536,1.32937971743208,1.37400712484663,1.40128417220006,1.40090161081993,1.50140422589086,1.55757558714735,1.47571001724928,1.51752527466491,1.73158625397531,1.73625059504205,1.7861205724833,1.67985253070635,1.7901102640129,1.99845254248154,1.92726656138263,1.82017341460854,1.84480430961868,1.93510254394143,1.935647694662,1.96407603123218
"hsa01240","Biosynthesis of cofactors",1.89847772434722,1.44985098956949,1.40566605709006,1.45861238526778,1.46252978229441,1.40235986615719,1.38613410437262,1.50490196736649,1.45352679988036,1.53664078568278,1.58480109406383,1.54340003494665,1.62789680049098,1.55370312486101,1.56800258793007,1.61608895964956,1.69017209034834,1.47603348014084,1.59726148472737,1.47787537061002,1.51498681056992,1.67651044110316,1.74058552187351,1.69737263686867,1.6032922708837,1.72689880771605,1.8111318674552,1.78957816010236,1.70012867223162,1.91121096909617,2.02640291712165,2.13572194175054,1.98759035367862
"hsa05204","Chemical carcinogenesis",1.89754888796091,1.49414032931868,1.47442911859873,1.59006111999636,1.63773255469487,1.55978194532531,1.54685035251293,1.77227197486277,1.71207728357101,1.70859836638743,1.69746903766842,1.62884395238998,1.88918539481773,1.63238665489983,1.66179174471753,1.70065707039617,1.96436952525106,1.57236943092137,1.75557619103069,1.63754650439673,1.67761616647072,2.03270391337046,2.01870460841548,1.99599056036459,1.85327673090379,2.38013403327653,2.56771689560098,2.40784788381768,2.29208175453239,3.42265286795504,3.51309346244514,3.68952382583228,3.51970404606739
"hsa05134","Legionellosis",1.77771445970934,1.79478015911307,1.702984310168,1.76570753671346,1.73016088000421,1.72723934549292,1.66338606296069,1.68605162588723,1.75610560570869,1.9776067529276,2.03757033898997,2.03692851308317,2.02643184041453,2.05670457709076,2.04682879966852,2.01985374864744,2.1064986749695,1.9337178989514,2.04374400622341,1.9056929937882,1.93216219978186,2.26103775735311,2.28297603698605,2.30517686605842,2.25270126664385,2.49853099051688,2.64702378173848,2.60011940947913,2.53615788974033,3.48129477075605,3.45185120662567,3.67778145037865,3.5053901235232
"hsa03082","ATP-dependent chromatin remodeling",1.74544475739411,3.13530301353558,2.89627244124991,3.11847812400064,3.28430167282426,3.37534249238141,3.19290849233527,3.08017318115457,3.3721987546844,2.69058319372662,2.68811495465901,2.57848868317283,2.74356520950214,2.77334782850996,2.67209118964335,2.64090837216923,2.52411568610048,3.84264236255338,3.38871975413973,3.31661730252146,3.43009852658138,3.60208813994103,3.67184420981618,3.54007800033584,3.39188853378774,3.66015405106216,4.21199996898623,3.87931603624454,3.70426962988395,3.59038347644809,3.56155456358354,3.46590175386136,3.53873473158829
"hsa04141","Protein processing in endoplasmic reticulum",1.70344563170786,1.54427124827132,1.51419763679047,1.51581211593103,1.51895798572014,1.46003684300931,1.45958004127142,1.44330811419621,1.48668300518669,1.62928838587287,1.63533550159738,1.66496690117233,1.67397753168978,1.62965193896558,1.72296571939535,1.73227270955336,1.7284425910536,1.53069031013453,1.67939354191004,1.5837210093391,1.60192795793613,1.7249863708435,1.86453553424831,1.77184773429408,1.71298603886044,1.77442310664399,1.83682370033164,1.84668775543261,1.75424898730721,2.27114021456686,2.31621879715381,2.28379689134495,2.35661231579937
"hsa00270","Cysteine and methionine metabolism",1.66731091902907,1.18407911233118,1.21756001648229,1.24947815773078,1.21688947171132,1.089359643793,1.16170585682574,1.17716498262073,1.19983036858543,1.24016268018034,1.28147778398908,1.24441014453244,1.26789486162194,1.25297242733929,1.26974914396379,1.28907878170615,1.30601274440769,1.18309462185728,1.24531365182791,1.22683113915486,1.24498532408946,1.39362027576424,1.46445540152254,1.41412780536954,1.38746222258676,1.52187767016374,1.53311311793007,1.60545322428863,1.49821827629195,1.82414511285786,1.80522862825183,1.86569140085474,1.82332588137697
"hsa00590","Arachidonic acid metabolism",1.65076083954842,2.92053441599842,2.84189675239296,2.88378915368123,2.96645550571706,2.4583862119376,2.19367679456931,2.29854406541229,2.48979891643723,3.26376299662653,2.3146227443115,2.62199972999591,2.55633344893757,3.36207805618107,3.2866523763814,2.94670844787813,3.03070026713511,2.87078188089929,2.86473798208394,2.9302080223951,2.82617150276077,3.47175173049029,3.25453903919133,3.3064204720566,3.53911302172333,3.77907676014983,3.63319220628627,3.60632614626672,3.706569943854,5.22305324149577,5.68008655283557,5.52208451478969,5.68353565271051
"hsa05017","Spinocerebellar ataxia",1.57916834408891,0.858736877980813,0.849287129304794,0.872571841717782,0.905712873892483,0.821023977192745,0.813707811526336,0.811920617263464,0.850391054915006,0.968295091742779,0.943589738564287,0.935002780778222,0.907172857514953,0.982418730468512,1.01290772837796,0.967700869002407,0.955562625019054,0.994266464543329,0.938860316964091,0.907097107698139,0.924945689941569,1.02037761131588,1.01838690528695,1.00532631461906,1.01221474917875,1.11804676920678,1.1550025078124,1.14916368682013,1.08441709455432,1.31444134163213,1.32649276761246,1.30609557457472,1.39006901731516
"hsa00010","Glycolysis / Gluconeogenesis",1.53047552046273,1.81127294326272,1.70223771231827,1.76556274563772,1.97460911931229,1.59062636059423,1.40666233652719,1.46547062465166,1.5162868561892,1.51678647401661,1.61409944935114,1.58417762531056,1.63982181911051,1.5002942932253,1.54800401444609,1.56694707422081,1.56297227231298,1.35071497700251,1.48623474304748,1.36484799163454,1.43907802559688,1.56098689096259,1.59100877852358,1.60863735553308,1.4988153747086,1.67784664070492,1.79148635942663,1.76283971475055,1.62522832877561,2.07671793347955,2.08646107608349,2.25939372686302,2.18470736494128
"hsa05164","Influenza A",1.42201259500067,1.25775241558486,1.26109343490815,1.32734919268685,1.32621406576133,1.31282760680616,1.31195660245503,1.31839802271005,1.36756394238644,1.3338809683178,1.28705420023432,1.39459481217252,1.36843293221435,1.37960440161397,1.3894216331656,1.36708760672133,1.38663790233325,1.48344557986707,1.49530249866242,1.45455207073835,1.46590781051172,1.64681244140353,1.65044081559149,1.59679438882305,1.63260803895247,1.79985883398488,1.77477524481651,1.81215374080768,1.76507695991871,1.96366241991908,1.84434235393477,1.8536087118509,1.96401407248532
"hsa00790","Folate biosynthesis",1.34554422437701,1.69563008659891,1.78245745068969,1.85497467312371,1.81124249412338,1.58563353579714,1.67585113819607,1.68353322469056,1.64363787511947,1.96177385384643,2.02280075895537,2.003556859016,2.05847031026383,1.95786527584663,1.98858368175804,1.96144534891641,1.93307936336299,1.74701101567266,1.92292260534469,1.86500210519517,1.90760527635159,2.0674796503814,2.04068193862508,2.02311078583892,1.99749638772276,1.98635457180166,1.99622908916853,1.97242449750801,2.02058747697159,2.34617683382826,2.43572100583763,2.60985269032401,2.48319653455407
"hsa00630","Glyoxylate and dicarboxylate metabolism",1.33317380808663,0.435627617081071,0.435957316062605,0.433878897784302,0.469419443581329,0.504150744551412,0.436217994445965,0.422404926915565,0.431445968346343,0.451616076800378,0.460926155494952,0.411281654421451,0.479329711494016,0.460423943802319,0.462334830511657,0.425880379776254,0.457467015227431,0.423402010008085,0.39182917634176,0.399985690359068,0.400016603908527,0.427646861986063,0.497311600338784,0.466354704199644,0.513974898199027,0.878265924904781,0.991007667034329,0.960760972616557,0.835842568715918,1.55943400659884,1.59389197673347,1.75556422442874,1.60385980660687
"hsa03008","Ribosome biogenesis in eukaryotes",1.26091138694602,1.56755506169014,1.57318371117814,1.62428445590353,1.64438681782421,1.63441517960127,1.63768240858109,1.64538416101786,1.69349010368425,1.59593833849316,1.58787937115005,1.59294309176927,1.65613146540475,1.64117186860436,1.69348702905148,1.67763024243551,1.68791248452225,1.91136808851047,1.97263313845715,1.87796469224108,1.96757793792288,2.04923168922476,2.06529697684781,2.07317587250756,2.03345330275247,2.01675552538522,2.13181761676258,2.05223735524861,1.99050506039064,1.9797817820086,1.95720756021749,2.03711058373395,1.98458468113557
"hsa00190","Oxidative phosphorylation",1.1853255580983,0.704889115238358,0.708900080129523,0.793026639298426,0.783061922612691,0.718916953298806,0.73424902739544,0.727596547344446,0.86808181246322,0.663295045163819,0.774625991251558,0.744511295050666,0.733570697046568,0.652859322646186,0.757552390062457,0.722096675393006,0.71722716786534,0.696562074865278,0.74858584862659,0.74145285770732,0.713496805733366,0.928604242828846,0.941594018329517,1.04310485260657,0.982929330971379,1.2195582456735,1.27835174269701,1.35585847474452,1.32641450610827,1.48629441955368,1.71226302740219,1.76018364488127,1.74756973762923
"hsa04623","Cytosolic DNA-sensing pathway",1.15073113000313,1.00450818060203,0.955488503673522,0.972021998808448,1.00483062858224,1.02642894850595,0.942328372578543,0.959569482579178,1.00455230776943,1.03212839881904,1.03613007243596,1.01875380145113,1.01402709415219,1.06389417021539,1.00367621484795,0.962145554362845,1.01597423450019,1.24624854825262,1.12485535000836,1.09211976759824,1.11674153272743,1.2193945286087,1.19853150752043,1.13339440656922,1.23268257382359,1.28650005864375,1.28848346408199,1.30803836167994,1.28989858651391,1.23645576292089,1.19984710146983,1.26595193163738,1.30403183280755
"hsa01523","Antifolate resistance",1.13319146104607,1.0029605457209,1.01150817465402,1.04316130751926,1.06542301830458,1.00986418155451,0.972294464186445,0.981303685030586,0.994437839949278,1.18888859804416,1.14951939459358,1.18217308107897,1.17680939827281,1.23840941496767,1.25740599215225,1.22868182718556,1.21577898352851,1.08014244365051,1.11451124884294,1.09332027755501,1.11479671994244,1.12498492060691,1.14898249548819,1.14619102228432,1.13295962706152,1.13459427645476,1.19895207245609,1.11688115249665,1.10226542125031,1.24887320103791,1.37649568600333,1.37209965667055,1.35403043301245
"hsa00030","Pentose phosphate pathway",1.122912616442,2.26531819981541,2.21857905698015,2.23054297253248,2.32177035519598,2.03172822701177,2.00653831374192,2.03733644013294,2.05893838696009,2.25608267546862,2.29154430837878,2.28518902805208,2.32192127052141,2.25726483609939,2.3237840379299,2.32010311672221,2.33920660592667,2.11220151115318,2.17995342468801,2.09058687987426,2.13930059632709,2.33681421901461,2.42527440126787,2.39677200701432,2.3059436241017,2.31808640691454,2.48037716991931,2.42276990203554,2.3660552112546,2.82156282055275,2.88988344839168,3.02954133782183,2.87461914841945
"hsa04915","Estrogen signaling pathway",1.02977046834747,2.17872868801341,2.041262642164,2.12268758650209,2.16252978411796,2.24913506394599,2.0311387411838,2.21332139347602,2.10050204548785,2.18199581667497,2.17676545289337,2.28322634039446,2.14774423688209,2.24532310563819,2.19028614545044,2.2342981132317,2.22007640526673,2.38130696504207,2.33472070257254,2.24029313223611,2.31818173397472,2.60384011675494,2.64269239883075,2.64086456183064,2.70621183890256,2.60532475616438,2.95166021915092,2.84323895210136,2.59767835347678,2.97419840030607,2.99393122160062,3.02127859775124,3.17089522502448
"hsa01232","Nucleotide metabolism",1.01342835065703,1.44851549465335,1.38871049892518,1.44206718531471,1.4420618920024,1.3962732486786,1.33226134561596,1.43292255250962,1.38749845486772,1.53492344988224,1.56314761941516,1.50563847523547,1.57574693773001,1.57680340208064,1.52494450036732,1.56734479652913,1.5652452224584,1.35044421701937,1.57011706453653,1.40693208109082,1.45534096065382,1.61444103071007,1.72303028982212,1.64136295615411,1.60844582522488,1.73743510501127,1.82336414826722,1.76917333762233,1.71927683592527,2.03709618907772,2.11907605774286,2.1924852682671,2.11441531894657
